sample_id,task,format,condition,final_estimate,threshold,lower_bound,upper_bound,bound_violation
main:turns:bounded:above_good:0027,turns,bounded,above_good,980,980.0,490,1470,False
main:turns:bounded:above_good:0029,turns,bounded,above_good,1085,980.0,490,1470,False
main:turns:bounded:above_good:0030,turns,bounded,above_good,873,980.0,490,1470,False
main:turns:bounded:above_good:0025,turns,bounded,above_good,920,980.0,490,1470,False
main:turns:bounded:above_good:0031,turns,bounded,above_good,960,980.0,490,1470,False
main:turns:bounded:above_good:0033,turns,bounded,above_good,872,980.0,490,1470,False
main:turns:bounded:above_good:0028,turns,bounded,above_good,790,980.0,490,1470,False
main:turns:bounded:above_good:0032,turns,bounded,above_good,945,980.0,490,1470,False
main:turns:bounded:above_good:0034,turns,bounded,above_good,1100,980.0,490,1470,False
main:turns:bounded:above_good:0035,turns,bounded,above_good,960,980.0,490,1470,False
main:turns:bounded:above_good:0038,turns,bounded,above_good,1000,980.0,490,1470,False
main:turns:bounded:above_good:0037,turns,bounded,above_good,980,980.0,490,1470,False
main:turns:bounded:above_good:0036,turns,bounded,above_good,897,980.0,490,1470,False
main:turns:bounded:above_good:0041,turns,bounded,above_good,1120,980.0,490,1470,False
main:turns:bounded:above_good:0039,turns,bounded,above_good,985,980.0,490,1470,False
main:turns:bounded:above_good:0040,turns,bounded,above_good,1120,980.0,490,1470,False
main:turns:bounded:above_good:0044,turns,bounded,above_good,1120,980.0,490,1470,False
main:turns:bounded:above_good:0045,turns,bounded,above_good,1080,980.0,490,1470,False
main:turns:bounded:above_good:0042,turns,bounded,above_good,860,980.0,490,1470,False
main:turns:bounded:above_good:0047,turns,bounded,above_good,950,980.0,490,1470,False
main:turns:bounded:above_good:0046,turns,bounded,above_good,1080,980.0,490,1470,False
main:turns:bounded:above_good:0048,turns,bounded,above_good,1080,980.0,490,1470,False
main:turns:bounded:above_good:0043,turns,bounded,above_good,1120,980.0,490,1470,False
main:turns:bounded:above_good:0049,turns,bounded,above_good,835,980.0,490,1470,False
main:turns:bounded:below_good:0000,turns,bounded,below_good,875,980.0,490,1470,False
main:turns:bounded:below_good:0003,turns,bounded,below_good,947,980.0,490,1470,False
main:turns:bounded:below_good:0002,turns,bounded,below_good,980,980.0,490,1470,False
main:turns:bounded:below_good:0004,turns,bounded,below_good,900,980.0,490,1470,False
main:turns:bounded:below_good:0005,turns,bounded,below_good,875,980.0,490,1470,False
main:turns:bounded:below_good:0001,turns,bounded,below_good,855,980.0,490,1470,False
main:turns:bounded:below_good:0006,turns,bounded,below_good,947,980.0,490,1470,False
main:turns:bounded:below_good:0007,turns,bounded,below_good,740,980.0,490,1470,False
main:turns:bounded:below_good:0010,turns,bounded,below_good,950,980.0,490,1470,False
main:turns:bounded:below_good:0008,turns,bounded,below_good,980,980.0,490,1470,False
main:turns:bounded:below_good:0009,turns,bounded,below_good,915,980.0,490,1470,False
main:turns:bounded:below_good:0013,turns,bounded,below_good,724,980.0,490,1470,False
main:turns:bounded:below_good:0012,turns,bounded,below_good,850,980.0,490,1470,False
main:turns:bounded:below_good:0011,turns,bounded,below_good,1042,980.0,490,1470,False
main:turns:bounded:below_good:0016,turns,bounded,below_good,890,980.0,490,1470,False
main:turns:bounded:below_good:0014,turns,bounded,below_good,1060,980.0,490,1470,False
main:turns:bounded:below_good:0015,turns,bounded,below_good,827,980.0,490,1470,False
main:turns:bounded:below_good:0020,turns,bounded,below_good,950,980.0,490,1470,False
main:turns:bounded:below_good:0019,turns,bounded,below_good,942,980.0,490,1470,False
main:turns:bounded:below_good:0017,turns,bounded,below_good,965,980.0,490,1470,False
main:turns:bounded:below_good:0018,turns,bounded,below_good,912,980.0,490,1470,False
main:turns:bounded:below_good:0021,turns,bounded,below_good,950,980.0,490,1470,False
main:turns:bounded:below_good:0023,turns,bounded,below_good,960,980.0,490,1470,False
main:turns:bounded:below_good:0022,turns,bounded,below_good,890,980.0,490,1470,False
main:turns:bounded:below_good:0024,turns,bounded,below_good,1140,980.0,490,1470,False
main:turns:bounded:below_good:0025,turns,bounded,below_good,850,980.0,490,1470,False
main:turns:bounded:below_good:0028,turns,bounded,below_good,1050,980.0,490,1470,False
main:turns:bounded:below_good:0026,turns,bounded,below_good,815,980.0,490,1470,False
main:turns:bounded:below_good:0027,turns,bounded,below_good,975,980.0,490,1470,False
main:turns:bounded:below_good:0029,turns,bounded,below_good,870,980.0,490,1470,False
main:turns:bounded:below_good:0030,turns,bounded,below_good,0,980.0,490,1470,True
main:turns:bounded:below_good:0031,turns,bounded,below_good,940,980.0,490,1470,False
main:turns:bounded:below_good:0034,turns,bounded,below_good,980,980.0,490,1470,False
main:turns:bounded:below_good:0033,turns,bounded,below_good,932,980.0,490,1470,False
main:turns:bounded:below_good:0036,turns,bounded,below_good,890,980.0,490,1470,False
main:turns:bounded:below_good:0037,turns,bounded,below_good,940,980.0,490,1470,False
main:turns:bounded:below_good:0032,turns,bounded,below_good,980,980.0,490,1470,False
main:turns:bounded:below_good:0039,turns,bounded,below_good,980,980.0,490,1470,False
main:turns:bounded:below_good:0038,turns,bounded,below_good,912,980.0,490,1470,False
main:turns:bounded:below_good:0040,turns,bounded,below_good,950,980.0,490,1470,False
main:turns:bounded:below_good:0041,turns,bounded,below_good,842,980.0,490,1470,False
main:turns:bounded:below_good:0043,turns,bounded,below_good,980,980.0,490,1470,False
main:turns:bounded:below_good:0042,turns,bounded,below_good,710,980.0,490,1470,False
main:turns:bounded:below_good:0044,turns,bounded,below_good,1120,980.0,490,1470,False
main:turns:bounded:below_good:0045,turns,bounded,below_good,980,980.0,490,1470,False
main:turns:bounded:below_good:0046,turns,bounded,below_good,985,980.0,490,1470,False
main:turns:bounded:below_good:0047,turns,bounded,below_good,875,980.0,490,1470,False
main:turns:bounded:below_good:0049,turns,bounded,below_good,1150,980.0,490,1470,False
main:turns:bounded:below_good:0048,turns,bounded,below_good,872,980.0,490,1470,False
main:turns:bounded:below_good:0035,turns,bounded,below_good,830,980.0,490,1470,False
main:orangecars:unrestricted:baseline:0000,orangecars,unrestricted,baseline,1000000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0003,orangecars,unrestricted,baseline,8000000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0001,orangecars,unrestricted,baseline,1680000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0004,orangecars,unrestricted,baseline,950000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0007,orangecars,unrestricted,baseline,880000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0005,orangecars,unrestricted,baseline,1215000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0006,orangecars,unrestricted,baseline,1370000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0008,orangecars,unrestricted,baseline,1400000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0002,orangecars,unrestricted,baseline,1100000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0011,orangecars,unrestricted,baseline,4200000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0009,orangecars,unrestricted,baseline,520000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0012,orangecars,unrestricted,baseline,2300000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0010,orangecars,unrestricted,baseline,525000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0013,orangecars,unrestricted,baseline,2000000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0016,orangecars,unrestricted,baseline,1500000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0014,orangecars,unrestricted,baseline,1100000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0015,orangecars,unrestricted,baseline,1250000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0017,orangecars,unrestricted,baseline,2835000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0020,orangecars,unrestricted,baseline,2300000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0018,orangecars,unrestricted,baseline,1025000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0021,orangecars,unrestricted,baseline,750000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0019,orangecars,unrestricted,baseline,1480000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0023,orangecars,unrestricted,baseline,1200000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0022,orangecars,unrestricted,baseline,1350000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0025,orangecars,unrestricted,baseline,1250000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0024,orangecars,unrestricted,baseline,2250000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0026,orangecars,unrestricted,baseline,2180000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0028,orangecars,unrestricted,baseline,1100000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0027,orangecars,unrestricted,baseline,5400000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0029,orangecars,unrestricted,baseline,185000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0031,orangecars,unrestricted,baseline,270000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0032,orangecars,unrestricted,baseline,2000000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0030,orangecars,unrestricted,baseline,1100000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0033,orangecars,unrestricted,baseline,1568000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0034,orangecars,unrestricted,baseline,2300000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0035,orangecars,unrestricted,baseline,3260000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0037,orangecars,unrestricted,baseline,3300000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0039,orangecars,unrestricted,baseline,840000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0038,orangecars,unrestricted,baseline,2100000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0036,orangecars,unrestricted,baseline,2150000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0040,orangecars,unrestricted,baseline,740000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0041,orangecars,unrestricted,baseline,700000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0042,orangecars,unrestricted,baseline,4000000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0043,orangecars,unrestricted,baseline,1300000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0045,orangecars,unrestricted,baseline,540000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0044,orangecars,unrestricted,baseline,650000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0046,orangecars,unrestricted,baseline,1280000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0047,orangecars,unrestricted,baseline,3900000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0049,orangecars,unrestricted,baseline,2250000,1325000.0,,,False
main:orangecars:unrestricted:baseline:0048,orangecars,unrestricted,baseline,503000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0000,orangecars,unrestricted,above_good,1341340,1325000.0,,,False
main:orangecars:unrestricted:above_good:0001,orangecars,unrestricted,above_good,2150000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0003,orangecars,unrestricted,above_good,1310000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0002,orangecars,unrestricted,above_good,1391000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0005,orangecars,unrestricted,above_good,1040000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0004,orangecars,unrestricted,above_good,1329000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0006,orangecars,unrestricted,above_good,1330000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0009,orangecars,unrestricted,above_good,1160000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0010,orangecars,unrestricted,above_good,1050000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0007,orangecars,unrestricted,above_good,1930000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0008,orangecars,unrestricted,above_good,1854000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0011,orangecars,unrestricted,above_good,1347000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0012,orangecars,unrestricted,above_good,1460000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0013,orangecars,unrestricted,above_good,1440000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0014,orangecars,unrestricted,above_good,2035842,1325000.0,,,False
main:orangecars:unrestricted:above_good:0015,orangecars,unrestricted,above_good,882000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0016,orangecars,unrestricted,above_good,1318000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0017,orangecars,unrestricted,above_good,875000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0020,orangecars,unrestricted,above_good,1450000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0018,orangecars,unrestricted,above_good,1270000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0019,orangecars,unrestricted,above_good,2590000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0022,orangecars,unrestricted,above_good,2205000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0021,orangecars,unrestricted,above_good,750000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0024,orangecars,unrestricted,above_good,6450000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0026,orangecars,unrestricted,above_good,2400000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0023,orangecars,unrestricted,above_good,5400000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0027,orangecars,unrestricted,above_good,1490000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0025,orangecars,unrestricted,above_good,1200000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0030,orangecars,unrestricted,above_good,2300000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0028,orangecars,unrestricted,above_good,1320000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0031,orangecars,unrestricted,above_good,2800000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0032,orangecars,unrestricted,above_good,1450000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0029,orangecars,unrestricted,above_good,346500,1325000.0,,,False
main:orangecars:unrestricted:above_good:0033,orangecars,unrestricted,above_good,860000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0034,orangecars,unrestricted,above_good,1457000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0035,orangecars,unrestricted,above_good,1470000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0036,orangecars,unrestricted,above_good,3024000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0037,orangecars,unrestricted,above_good,3000000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0038,orangecars,unrestricted,above_good,1280000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0039,orangecars,unrestricted,above_good,3450000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0042,orangecars,unrestricted,above_good,1520000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0041,orangecars,unrestricted,above_good,1568000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0043,orangecars,unrestricted,above_good,940000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0044,orangecars,unrestricted,above_good,950000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0045,orangecars,unrestricted,above_good,650000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0047,orangecars,unrestricted,above_good,1165000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0040,orangecars,unrestricted,above_good,978000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0046,orangecars,unrestricted,above_good,1100000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0048,orangecars,unrestricted,above_good,1650000,1325000.0,,,False
main:orangecars:unrestricted:above_good:0049,orangecars,unrestricted,above_good,1310000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0001,orangecars,unrestricted,below_good,1290000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0002,orangecars,unrestricted,below_good,1330000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0003,orangecars,unrestricted,below_good,681927,1325000.0,,,False
main:orangecars:unrestricted:below_good:0000,orangecars,unrestricted,below_good,1387000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0004,orangecars,unrestricted,below_good,1338045,1325000.0,,,False
main:orangecars:unrestricted:below_good:0005,orangecars,unrestricted,below_good,1050000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0006,orangecars,unrestricted,below_good,1070000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0008,orangecars,unrestricted,below_good,420000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0007,orangecars,unrestricted,below_good,730000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0009,orangecars,unrestricted,below_good,380000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0010,orangecars,unrestricted,below_good,1545600,1325000.0,,,False
main:orangecars:unrestricted:below_good:0011,orangecars,unrestricted,below_good,1070000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0013,orangecars,unrestricted,below_good,1278000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0014,orangecars,unrestricted,below_good,1650000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0012,orangecars,unrestricted,below_good,437000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0016,orangecars,unrestricted,below_good,1940000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0015,orangecars,unrestricted,below_good,1180000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0017,orangecars,unrestricted,below_good,600000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0018,orangecars,unrestricted,below_good,1514000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0019,orangecars,unrestricted,below_good,1234000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0020,orangecars,unrestricted,below_good,1176000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0021,orangecars,unrestricted,below_good,1587600,1325000.0,,,False
main:orangecars:unrestricted:below_good:0023,orangecars,unrestricted,below_good,1040000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0022,orangecars,unrestricted,below_good,1547000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0024,orangecars,unrestricted,below_good,1400000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0025,orangecars,unrestricted,below_good,2250000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0026,orangecars,unrestricted,below_good,212612,1325000.0,,,False
main:orangecars:unrestricted:below_good:0028,orangecars,unrestricted,below_good,1350000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0030,orangecars,unrestricted,below_good,780000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0029,orangecars,unrestricted,below_good,1460000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0027,orangecars,unrestricted,below_good,3870000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0031,orangecars,unrestricted,below_good,1350000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0032,orangecars,unrestricted,below_good,1530000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0034,orangecars,unrestricted,below_good,1102500,1325000.0,,,False
main:orangecars:unrestricted:below_good:0033,orangecars,unrestricted,below_good,1250000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0035,orangecars,unrestricted,below_good,240000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0036,orangecars,unrestricted,below_good,600000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0037,orangecars,unrestricted,below_good,650000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0039,orangecars,unrestricted,below_good,2450000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0038,orangecars,unrestricted,below_good,730000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0040,orangecars,unrestricted,below_good,1140000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0041,orangecars,unrestricted,below_good,1096000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0043,orangecars,unrestricted,below_good,630000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0042,orangecars,unrestricted,below_good,792000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0047,orangecars,unrestricted,below_good,1350000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0045,orangecars,unrestricted,below_good,780000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0046,orangecars,unrestricted,below_good,4200000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0049,orangecars,unrestricted,below_good,334000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0048,orangecars,unrestricted,below_good,1225000,1325000.0,,,False
main:orangecars:unrestricted:below_good:0044,orangecars,unrestricted,below_good,1330000,1325000.0,,,False
main:orangecars:bounded:baseline:0002,orangecars,bounded,baseline,1150000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0001,orangecars,bounded,baseline,1185000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0000,orangecars,bounded,baseline,1075000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0003,orangecars,bounded,baseline,1650000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0004,orangecars,bounded,baseline,1250000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0006,orangecars,bounded,baseline,1486000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0005,orangecars,bounded,baseline,1150000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0007,orangecars,bounded,baseline,830000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0010,orangecars,bounded,baseline,1250000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0009,orangecars,bounded,baseline,1035000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0008,orangecars,bounded,baseline,1480000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0012,orangecars,bounded,baseline,950000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0014,orangecars,bounded,baseline,1400000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0011,orangecars,bounded,baseline,1210000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0016,orangecars,bounded,baseline,1170000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0013,orangecars,bounded,baseline,857500,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0018,orangecars,bounded,baseline,875000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0019,orangecars,bounded,baseline,1274000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0017,orangecars,bounded,baseline,1540000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0015,orangecars,bounded,baseline,1350000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0021,orangecars,bounded,baseline,1050000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0022,orangecars,bounded,baseline,1350000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0020,orangecars,bounded,baseline,1040000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0023,orangecars,bounded,baseline,980000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0024,orangecars,bounded,baseline,1080000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0025,orangecars,bounded,baseline,1512000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0026,orangecars,bounded,baseline,784000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0027,orangecars,bounded,baseline,785000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0029,orangecars,bounded,baseline,806400,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0030,orangecars,bounded,baseline,1290240,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0028,orangecars,bounded,baseline,1430000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0031,orangecars,bounded,baseline,892000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0032,orangecars,bounded,baseline,1148000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0034,orangecars,bounded,baseline,1550000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0033,orangecars,bounded,baseline,1050000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0035,orangecars,bounded,baseline,824320,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0036,orangecars,bounded,baseline,1750000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0039,orangecars,bounded,baseline,810000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0040,orangecars,bounded,baseline,822000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0038,orangecars,bounded,baseline,1070000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0041,orangecars,bounded,baseline,1200000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0042,orangecars,bounded,baseline,1299375,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0037,orangecars,bounded,baseline,1102500,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0043,orangecars,bounded,baseline,1518750,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0045,orangecars,bounded,baseline,1325000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0046,orangecars,bounded,baseline,1325000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0044,orangecars,bounded,baseline,1050000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0049,orangecars,bounded,baseline,945000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0048,orangecars,bounded,baseline,1350000,1325000.0,662500,1987500,False
main:orangecars:bounded:baseline:0047,orangecars,bounded,baseline,1312500,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0002,orangecars,bounded,above_good,1017000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0000,orangecars,bounded,above_good,780000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0003,orangecars,bounded,above_good,1550000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0004,orangecars,bounded,above_good,1350000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0007,orangecars,bounded,above_good,1250000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0008,orangecars,bounded,above_good,985000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0001,orangecars,bounded,above_good,1425000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0005,orangecars,bounded,above_good,1490000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0006,orangecars,bounded,above_good,1340000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0011,orangecars,bounded,above_good,1250000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0010,orangecars,bounded,above_good,930000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0012,orangecars,bounded,above_good,1500000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0009,orangecars,bounded,above_good,985000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0014,orangecars,bounded,above_good,1350000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0015,orangecars,bounded,above_good,1420000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0013,orangecars,bounded,above_good,1285000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0016,orangecars,bounded,above_good,1300000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0018,orangecars,bounded,above_good,1325000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0019,orangecars,bounded,above_good,1050000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0020,orangecars,bounded,above_good,945000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0022,orangecars,bounded,above_good,1325000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0021,orangecars,bounded,above_good,1553000,1325000.0,662500,1987500,False
main:orangecars:bounded:above_good:0024,orangecars,bounded,above_good,950000,1325000.0,662500,1987500,False
